,moduleCode,title,semesters
3907,LSM2288,Basic UROPS in Life Sciences I,"[1, 2, 3, 4]"
3908,LSM2288R,Basic UROPS in Life Sciences I (REx),"[1, 2]"
3909,LSM2289,Basic UROPS in Life Sciences II,"[1, 2, 3, 4]"
3910,LSM2289R,Basic UROPS in Life Sciences II (REx),"[1, 2]"
3911,LSM2291,Fundamental Techniques in Microbiology,"[1, 2]"
3912,LSM2310,FOS Undergraduate Professional Internship Programme 1ST,"[1, 2, 3, 4]"
3913,LSM2312,FOS Undergraduate Professional Internship Programme 2S1,[1]
3914,LSM2313,FOS Undergraduate Professional Internship Programme 2S2,"[1, 2]"
3915,LSM3201,Research and Communication in Life Sciences,"[1, 2]"
3916,LSM3210A,Metabolism and Regulation,[1]
3917,LSM3210B,Metabolism and Regulation,[2]
3918,LSM3211,Fundamental Pharmacology,"[1, 2]"
3919,LSM3212,Human Physiology: Cardiopulmonary System,[1]
3920,LSM3214,Human Physiology - Hormones and Health,[2]
3921,LSM3215,Neuronal Signaling and Memory Mechanisms,[1]
3922,LSM3216,Neuronal Development and Diseases,[2]
3923,LSM3217,Human Ageing,[1]
3924,LSM3218,Cardiopulmonary Pharmacology,[2]
3925,LSM3219,Neuropharmacology,[1]
3926,LSM3220,"Genes, Genomes and Biomedical Implications","[1, 2]"
3927,LSM3222,Human Neuroanatomy,[2]
3928,LSM3223,Immunology,"[1, 2]"
3929,LSM3225,Molecular Microbiology in Human Diseases,[2]
3930,LSM3227,General Virology,"[1, 2]"
3931,LSM3228,Microbiomes and Biofilms,[1]
3932,LSM3231,Protein Structure and Function,[1]
3933,LSM3232,Microbiology,"[1, 2]"
3934,LSM3233,Developmental Biology,[1]
3935,LSM3234,Biological Imaging of Growth and Form,[1]
3936,LSM3235,Biomedical Applications of Human Epigenetics,[1]
3937,LSM3236,Pattern Formation and Self-organisation in Biology,[1]
3938,LSM3242,Translational Microbiology,[2]
3939,LSM3243,Molecular Biophysics,[2]
3940,LSM3244,Molecular Biotechnology,[2]
3941,LSM3245,RNA Biology and Technology,[1]
3942,LSM3246,Synthetic Biology,[1]
3943,LSM3247,Practical Synthetic Biology,[2]
3944,LSM3252,Evolution and Comparative Genomics,[2]
3945,LSM3254,Ecology of Aquatic Environments,[1]
3946,LSM3255,Ecology of Terrestrial Environments,[2]
3947,LSM3256,Tropical Horticulture,[2]
3948,LSM3257,Applied Data Analysis in Ecology and Evolution,[2]
3949,LSM3258,Comparative Botany,[1]
3950,LSM3259,Fungal Biology,[2]
3951,LSM3260,Plant-Microbe Interactions,[2]
3952,LSM3265,Entomology,[1]
3953,LSM3266,Avian Biology and Evolution,[1]
3954,LSM3267,Behavioural Biology,[2]
3955,LSM3272,Global Change Biology,[2]
3956,LSM3288,Advanced UROPS in Life Sciences I,"[1, 2, 3, 4]"
3957,LSM3288R,Advanced UROPS in Life Sciences I (REx),"[1, 2]"
3958,LSM3289,Advanced UROPS in Life Sciences II,"[1, 2, 3, 4]"
3959,LSM3289R,Advanced UROPS in Life Sciences II (REx),"[1, 2]"
3960,LSM3310,FOS Undergraduate Professional Internship Programme 2ST,"[3, 4]"
3961,LSM3311,Undergraduate Professional Internship Programme,"[1, 2, 3, 4]"
3962,LSM3312,FOS Undergraduate Professional Internship Programme 3S1,"[1, 2]"
3963,LSM3313,FOS Undergraduate Professional Internship Programme 3S2,[2]
3964,LSM4199,Honours Project in Life Sciences,"[1, 2]"
3965,LSM4210,"Topics in Biomedical Science: Brain, Metabolism, Ageing",[2]
3966,LSM4211,Toxicology,[1]
3967,LSM4213,Systems Neurobiology,[1]
3968,LSM4214,Cancer Pharmacology,"[1, 2]"
3969,LSM4216,Molecular Nutrition and Metabolic Biology,[1]
3970,LSM4217,Functional Ageing,[2]
3971,LSM4218,Biotechnology and Biotherapeutics,"[1, 2]"
3972,LSM4220,Molecular Basis of Human Diseases,[2]
3973,LSM4221,Drug Discovery and Clinical Trials,"[1, 2]"
3974,LSM4222,Advanced Immunology,"[1, 2]"
3975,LSM4223,Advances in Antimicrobial Strategies,[1]
3976,LSM4225,Genetic Medicine in the Post-Genomic Era,[2]
3977,LSM4226,Infection and Immunity,[1]
3978,LSM4227,Stem Cell Biology,"[1, 2]"
3979,LSM4231,Structural Biology,[2]
3980,LSM4232,Advanced Cell Biology,[1]
3981,LSM4234,Mechanobiology,[2]
3982,LSM4236,Human Microscopic Anatomy,[2]
3983,LSM4241,Functional Genomics,[2]
3984,LSM4242,Protein Engineering,[1]
3985,LSM4243,Tumour Biology,"[1, 2]"
3986,LSM4245,Advanced Epigenetics and Chromatin Biology,[2]
3987,LSM4251,Plant Growth and Development,[1]
3988,LSM4252,Reproductive Biology,[2]
3989,LSM4254,Principles of Taxonomy and Systematics,[2]
3990,LSM4255,Methods in Mathematical Biology,[1]
3991,LSM4256,Evolution of Development,[1]
3992,LSM4257,Aquatic Vertebrate Diversity,[1]
3993,LSM4259,Evolutionary Genetics of Reproduction,[1]
3994,LSM4260,Plankton Ecology,[1]
3995,LSM4261,Marine Biology,[2]
3996,LSM4262,Tropical Conservation Biology,[1]
3997,LSM4263,Field Studies in Biodiversity,"[3, 4]"
3998,LSM4264,Freshwater Biology,[2]
3999,LSM4266,Aquatic Invertebrate Diversity,[2]
4000,LSM4267,Light & Vision in Animal Communication,[1]
4001,LSM4268,Environmental Bioacoustics,[1]
4002,LSM4288E,Research Project in Life Sciences,"[1, 2]"
4003,LSM4288M,Research Project in Life Sciences,"[1, 2]"
4004,LSM4299,Applied Project in Life Sciences,"[1, 2]"
4005,LSM4310,FOS Undergraduate Professional Internship Programme 3ST,"[3, 4]"
4006,LSM4312,FOS Undergraduate Professional Internship Programme 4S1,"[1, 2]"
4007,LSM4313,FOS Undergraduate Professional Internship Programme 4S2,[2]
4008,LSM4351,Vegetation and Plant Diversity of Southeast Asia,[2]
4009,LSM4352,Sustainable Urban Food Production for Food Security,[2]
4010,MA1100,Basic Discrete Mathematics,"[1, 2]"
4011,MA1100T,Basic Discrete Mathematics (T),[1]
4012,MA1301,Introductory Mathematics,"[1, 2]"
4013,MA1301X,Introductory Mathematics,"[2, 3]"
4014,MA1312,Calculus with Applications,[2]
4015,MA1505,Mathematics I,[1]
4016,MA1508E,Linear Algebra for Engineering,[2]
4017,MA1511,Engineering Calculus,"[1, 2]"
4018,MA1512,Differential Equations for Engineering,"[1, 2]"
4019,MA1513,Linear Algebra with Differential Equations,"[1, 2]"
4020,MA1521,Calculus for Computing,"[1, 2]"
4021,MA1522,Linear Algebra for Computing,"[1, 2]"
4022,MA2001,Linear Algebra I,"[1, 2]"
4023,MA2002,Calculus,"[1, 2]"
4024,MA2101,Linear Algebra II,"[1, 2]"
4025,MA2101S,Linear Algebra II (S),[1]
4026,MA2104,Multivariable Calculus,"[1, 2]"
4027,MA2108,Mathematical Analysis I,"[1, 2]"
4028,MA2108S,Mathematical Analysis I (S),[2]
4029,MA2116,Probability,"[1, 2]"
4030,MA2202,Algebra I,[2]
4031,MA2202S,Algebra I (S),[2]
4032,MA2213,Numerical Analysis I,[2]
4033,MA2214,Combinatorics and Graphs I,[1]
4034,MA2288,Basic UROPS in Mathematics I,"[1, 2, 3, 4]"
4035,MA2288R,Basic UROPS in Mathematics I (REx),"[1, 2]"
4036,MA2289,Basic UROPS in Mathematics II,"[1, 2, 3, 4]"
4037,MA2289R,Basic UROPS in Mathematics II (REx),[2]
4038,MA2301,Basic Applied Mathematics,[1]
4039,MA2310,FOS Undergraduate Professional Internship Programme 1ST,"[3, 4]"
4040,MA2311,Techniques in Advanced Calculus,[1]
4041,MA2312U,FOS Undergraduate Professional Internship Programme 2S1,[1]
4042,MA2313,FOS Undergraduate Professional Internship Programme 2S2,[2]
4043,MA2401,Introductory Mathematics with R,[2]
4044,MA3201,Algebra II,[1]
4045,MA3205,Set Theory,[2]
4046,MA3209,Metric and Topological Spaces,[1]
4047,MA3210,Mathematical Analysis II,[1]
4048,MA3211,Complex Analysis I,[2]
4049,MA3211S,Complex Analysis I (S),[2]
4050,MA3220,Ordinary Differential Equations,[1]
4051,MA3233,Combinatorics and Graphs II,[2]
4052,MA3236,Non-Linear Programming,[1]
4053,MA3238,Stochastic Processes I,[1]
4054,MA3252,Linear and Network Optimisation,[2]
4055,MA3264,Mathematical Modelling,[1]
4056,MA3265,Introduction to Number Theory,[2]
4057,MA3288,Advanced UROPS in Mathematics I,"[1, 2, 3, 4]"
4058,MA3289,Advanced UROPS in Mathematics II,"[1, 2, 3, 4]"
4059,MA3310,FOS Undergraduate Professional Internship Programme 2ST,"[3, 4]"
4060,MA3311,Undergraduate Professional Internship Programme,"[3, 4]"
4061,MA3312,FOS Undergraduate Professional Internship Programme 3S1,"[1, 2]"
4062,MA3313,FOS Undergraduate Professional Internship Programme 3S2,"[1, 2]"
4063,MA4198,Mathematics Capstone Project,"[1, 2]"
4064,MA4199,Honours Project in Mathematics,"[1, 2]"
4065,MA4203,Galois Theory,[2]
4066,MA4207,Mathematical Logic,[1]
4067,MA4211,Functional Analysis,[2]
4068,MA4221,Partial Differential Equations,[1]
4069,MA4229,Fourier Analysis and Approximation,[2]
4070,MA4230,Matrix Computation,[1]
4071,MA4233,Dynamical Systems,[2]
4072,MA4235,Topics in Graph Theory,[1]
4073,MA4251,Stochastic Processes II,[2]
4074,MA4254,Discrete Optimization,[1]
4075,MA4255,Numerical Methods in Differential Equations,[2]
4076,MA4261,Information and Coding Theory,[1]
4077,MA4262,Measure and Integration,[1]
4078,MA4264,Game Theory,[2]
4079,MA4266,Introduction to Algebraic Topology,[1]
4080,MA4268,Mathematics for Visual Data Processing,[2]
4081,MA4270,Data Modelling and Computation,[1]
4082,MA4273,Algebraic Geometry of Curves and Surfaces,[2]
4083,MA4288O,Undergraduate Project in Mathematics,"[1, 2]"
4084,MA4288P,Undergraduate Project in Mathematics,"[1, 2]"
4085,MA4310,FOS Undergraduate Professional Internship Programme 3ST,"[3, 4]"
4086,MA4312,FOS Undergraduate Professional Internship Programme 4S1,[1]
4087,MA4313,FOS Undergraduate Professional Internship Programme 4S2,[2]
4088,MA5198,Graduate Seminar Course in Mathematics,"[1, 2]"
4089,MA5202,Number Theory,[1]
4090,MA5204,Commutative and Homological Algebra,[2]
4091,MA5205,Graduate Analysis I,[1]
4092,MA5206,Graduate Analysis II,[2]
4093,MA5210,Differentiable Manifolds,[1]
4094,MA5213,Advanced Partial Differential Equations,[2]
4095,MA5216,Differential Geometry,[2]
4096,MA5217,Graduate Complex Analysis,[1]
4097,MA5218,Representation Theory,[1]
4098,MA5219,Logic and Foundation of Mathematics I,[1]
4099,MA5232,Modeling and Numerical Simulations,[2]
4100,MA5233,Computational Mathematics,[1]
4101,MA5240,Finite Element Method,[2]
4102,MA5243,Advanced Mathematical Programming,[1]
4103,MA5248,Stochastic Analysis in Mathematical Finance,[2]
4104,MA5249,Stochastic Processes and Algorithms,[2]
4105,MA5252,Methods of Applied Mathematics,[1]
4106,MA5259,Introductory Probability,[1]
4107,MA5260,Advanced Probability,[1]
4108,MA5266,Optimization,[1]
4109,MA5270,Game Theory and applications,[1]
4110,MA5271,Introduction to Computational Mathematics,[2]
4111,MA5401,Graduate Internship in Mathematics I,"[1, 2, 3, 4]"
4112,MA5402,Graduate Internship in Mathematics II,"[1, 2, 3, 4]"
4113,MA6212,Topics in Geometry and Topology II,[1]
4114,MA6215,Topics in Differential Equations,[1]
4115,MA6241,Topics in Numerical Methods,[2]
4116,MA6252,Topics in Applied Mathematics Ii,[1]
4117,MA6291,Topics in Mathematics I,[2]
4118,MA6292,Topics in Mathematics Ii,[2]
4119,MB5101,The Cell as a Machine,"[1, 2]"
4120,MB5102,Topics in Mechanobiology,[2]
4121,MB5103,Research Seminars in Mechanobiology,"[1, 2]"
4122,MB5104,Integrative Approach To Understand Cell Functions,"[1, 2, 3]"
4123,MCI5001,Design and Planning of Clinical Studies,[1]
4124,MCI5006,Design and Planning of Epidemiological Studies,[1]
4125,MCI5007,Scientific Writing,[2]
4126,MCI5008,Research Project,"[1, 2]"
4127,MCI5009,Health Services Research Methods for Clinicians,[2]
4128,MD1902,Professional Practice 1: The Foundations of Health Professionalism,[2]
4129,MD1902C,Professional Practice 1: The Foundations of Health Professionalism,[2]
4130,MD1903,Professional Practice 2: Basic Skills in Health Professionalism,[1]
4131,MD3140E,Core Clinical Practice,"[1, 2]"
4132,MD3140T,Core Clinical Practice,"[1, 2]"
4133,MDG5102,Techniques in Biomedical Research,[2]
4134,MDG5108,Biostatistics For Basic Research,[1]
4135,MDG5204,Advanced Topics in Fundamental and Applied Pharmacology,[1]
4136,MDG5205,Neuroscience,[2]
4137,MDG5207,Clinical immunology and Immunotherapeutics,[2]
4138,MDG5214,Research Skills,[1]
4139,MDG5216,Ethics in Infectious Disease and Public Health,[1]
4140,MDG5218,Biochemical and genetic approaches to understanding cell biology,[1]
4141,MDG5221,Viral vectors for manipulating gene expression,[1]
4142,MDG5222,Cardiovascular and Metabolic Diseases,[2]
4143,MDG5223,Stem Cells and Regenerative Medicine,[1]
4144,MDG5224,Animal Models of Human Diseases,[2]
4145,MDG5227,Bio-Innovation & Entrepreneurship,[2]
4146,MDG5229,Advanced Topics in Signal Transduction,[1]
4147,MDG5230,Bioethics: Core Philosophical and Empirical Approaches,[2]
4148,MDG5231,Topics in Biomedical and Behavioural Research Ethics,[1]
4149,MDG5232,Current Practices in Biotechnology,[2]
4150,MDG5233,Current Topics in Drug Design and Development,[2]
4151,MDG5234,Independent Study Course (CBmE),[1]
4152,MDG5236,Pathways to Biomedical Innovation and Enterprise,[2]
4153,MDG5237,Biomedical Innovation Capstone,[2]
4154,MDG5238,Clinical Pharmacology and Pharmacotherapeutics I,[2]
4155,MDG5239,Clinical Pharmacology and Pharmacotherapeutics II,[1]
4156,MDG5241,Advanced Statistical Methods for Bioinformatics,[2]
4157,MDG5243,Biology of Disease,[1]
4158,MDG5244,Behavioral & Cognitive Neuroscience,[2]
4159,MDG5245,Neuronal Signaling and  mechanisms of effective Learning,[1]
4160,MDG5246,Infectious Diseases: Principles & Research Methods,[1]
4161,MDG5247,Bio-Imaging: Advanced Tools and Applications,[1]
4162,MDG5248,Ethics of Health Data and Artificial Intelligence,[2]
4163,MDG5251,The Nuts and Bolts of Teaching in Higher Education,[2]
4164,MDG5252,Understanding IP and Patents in the Biomedical Industry,[1]
4165,MDG5253,Molecular Imaging: Advanced Techniques and Applications,[2]
4166,MDG5254,Advanced Hands-on Techniques in Electron Microscopy,[2]
4167,MDG5600,Industry Experiential Internship,"[1, 2]"
4168,ME1102,Engineering Principles and Practice I,[1]
4169,ME2102,Engineering Innovation and Modelling,"[1, 2]"
4170,ME2104,Engineering Principles and Practice II,[2]
4171,ME2112,Strength of Materials,"[1, 2]"
4172,ME2115,Mechanics Of Machines,"[1, 2]"
4173,ME2121,Engineering Thermodynamics and Heat Transfer,"[1, 2]"
4174,ME2134,Fluid Mechanics I,"[1, 2]"
4175,ME2135,Intermediate Fluid Mechanics,[2]
4176,ME2142,Feedback Control Systems,"[1, 2]"
4177,ME2162,Manufacturing Processes,"[1, 2]"
4178,ME3000,Independent Study 1,"[1, 2, 3, 4]"
4179,ME3001,Independent Study 2,"[1, 2, 3, 4]"
4180,ME3122,Heat Transfer,[1]
4181,ME3163,Introduction to Cyber Physical Systems,[1]
4182,ME3211,Mechanics Of Solids,[1]
4183,ME3241,Microprocessor Applications,[2]
4184,ME3242,Automation,[1]
4185,ME3243,Robotic System Design,[1]
4186,ME3252,Materials for Mechanical Engineering,[1]
4187,ME3261,Computer-Aided Design And Manufacturing,[1]
4188,ME3263,Design For Manufacturing And Assembly,[1]
4189,ME3281,Microsystems Design And Applications,[2]
4190,ME3291,Numerical Methods In Engineering,[2]
4191,ME4101,Bachelor Of Engineering Dissertation,"[1, 2]"
4192,ME4101A,Bachelor Of Engineering Dissertation,"[1, 2, 3, 4]"
4193,ME4101B,Mechanical Systems Design,"[1, 2]"
4194,ME4105,Specialisation Study Module,[1]
4195,ME4212,Aircraft Structures,[2]
4196,ME4223,Thermal Environmental Engineering,[1]
4197,ME4226,Energy and Thermal Systems,[1]
4198,ME4227,Internal Combustion Engines,[2]
4199,ME4231,Aerodynamics,[2]
4200,ME4233,Computational Methods In Fluid Mechanics,[1]
4201,ME4241,"Aircraft Performance, Stability and Control",[1]
4202,ME4242,Soft Robotics,[1]
4203,ME4245,Robot Mechanics and Control,[1]
4204,ME4248,Simulation and Control of Manufacturing Systems,[1]
4205,ME4252,Nanomaterials for Energy Engineering,[1]
4206,ME4253,Biomaterials Engineering,[2]
4207,ME4261,Tool Engineering,[2]
4208,ME4262,Automation In Manufacturing,[2]
4209,ME4291,Finite Element Analysis,[1]
4210,ME5001,Mechanical Engineering Project,"[1, 2, 3, 4]"
4211,ME5001A,Mechanical Engineering Project,"[1, 2]"
4212,ME5103,Plates and Shells,[2]
4213,ME5106,Engineering Acoustics,"[1, 2]"
4214,ME5107,Vibration Theory and Applications,[2]
4215,ME5207,Solar Energy Systems,"[1, 2]"
4216,ME5209,Energy Technologies and Systems,[1]
4217,ME5300A,Special Project in Computation and Modelling I,"[1, 2]"
4218,ME5300B,Special Project in Computation and Modelling II,"[1, 2]"
4219,ME5302,Computational Fluid Mechanics,[2]
4220,ME5304,Experimental Fluid Mechanics,[1]
4221,ME5306,Compressible and High-Speed Flow,[1]
4222,ME5309,Aircraft Engines and Rocket Propulsion,[2]
4223,ME5311,Data-Driven Engineering and Machine Learning,[2]
4224,ME5400A,Robotics Project 1,"[1, 2, 3, 4]"
4225,ME5400B,Robotics Project 2,"[1, 2, 3, 4]"
4226,ME5401,Linear Systems,"[1, 2]"
4227,ME5402,Advanced Robotics,[2]
4228,ME5404,Neural Networks,[2]
4229,ME5405,Machine Vision,"[1, 2]"
4230,ME5406,Deep Learning for Robotics,[2]
4231,ME5408,Kinematics of Robot Manipulators,[2]
4232,ME5409,Robot Dynamics and Control,[1]
4233,ME5410,"Materials, Sensors, Actuators & Fabrication in Robotics",[2]
4234,ME5411,Robot vision and AI,[1]
4235,ME5412,Robotics for Healthcare,[1]
4236,ME5413,Autonomous Mobile Robotics,[2]
4237,ME5415,Advanced Soft Robotics,[2]
4238,ME5416,Mathematics for Robotics engineering,[2]
4239,ME5417,Autonomous Spacecraft Dynamics and Control,[2]
4240,ME5418,Machine Learning in Robotics,[1]
4241,ME5419,Probabilistic Robotics for Manipulation,[1]
4242,ME5421,Robot Kinematics,[1]
4243,ME5422,Computer Control and Applications,"[1, 2]"
4244,ME5423,Topics in Robotics,[2]
4245,ME5424,Swarm Robotics and Aerial Robotics,[2]
4246,ME5506,Corrosion of Materials,[2]
4247,ME5513,"Deformation, Fracture and Fatigue of Materials",[1]
4248,ME5516,Emerging Energy Conversion and Storage Technologies,[2]
4249,ME5517,Nature-inspired Materials and Design,[1]
4250,ME5600A,Project in Advanced Manufacturing I,[1]
4251,ME5600B,Project in Advanced Manufacturing II,"[1, 2]"
4252,ME5608,Additive and Non-Conventional Manufacturing Processes,[1]
4253,ME5611,Sustainable Product Design & Manufacturing,[2]
4254,ME5612,Computer Aided Product Development,[2]
4255,ME5614A,Special Project in Additive Manufacturing,[2]
4256,ME5615A,Design and Pre-Processing for Additive Manufacturing,[2]
4257,ME5616,Material Processing of Cellular Solids,[1]
4258,ME5666,Industrial Attachment,"[1, 2, 3, 4]"
4259,ME5701,Mathematics for Engineering Research,[1]
4260,ME5888M,Mechanical Engineering Internship,"[1, 2, 3, 4]"
4261,ME5888R,Robotics Internship,"[1, 2, 3, 4]"
4262,ME5999,Graduate Seminars,"[1, 2]"
4263,ME6108,Advances in Vibroacoustics,[1]
4264,ME6205,Advanced Topics in Heat and Mass Transfer,[2]
4265,ME6303,Advanced Fluid Dynamics,[1]
4266,ME6401,Topics in Mechatronics 1,[1]
4267,ME6402,Topics in Mechatronics 2,[2]
4268,ME6501,Research Topics in Materials Science,[2]
4269,ME6504,Mechanical Failure Analysis: Learning from Examples,[2]
4270,ME6505,Engineering Materials in Medicine,[1]
4271,ME6509,Materials and Sustainability,[1]
4272,ME6601,Research Topics in Manufacturing,[1]
4273,ME6604,Modelling of Manufacturing Processes,[2]
4274,ME6999,Doctoral Seminars,"[1, 2]"
4275,MEM5101,Business and Sustainable Development,[2]
4276,MEM5102,Applied Research Methodology,[1]
4277,MEM5103,Capstone Project for Environmental Management,"[1, 2, 3, 4]"
4278,MEM5104,Seminars on Environmental Management,"[1, 2]"
4279,MIC2000A,Infection and Immunology,[2]
4280,MIH1101,What Impacts Health?,[1]
4281,MIH1102,Improving Health: Beyond Medicine,[2]
4282,MIH2201,Barriers to Health,[2]
4283,MIH2202,The Landscape of Health: Evolving Spaces and Technology,[1]
4284,MIH3201,Integrative Health Capstone,[2]
4285,MKT1705A,Principles of Marketing,"[1, 2]"
4286,MKT1705B,Principles of Marketing,"[1, 2]"
4287,MKT1705C,Principles of Marketing,"[1, 2]"
4288,MKT1705D,Principles of Marketing,"[1, 2]"
4289,MKT1705X,Principles of Marketing,"[1, 2]"
4290,MKT2711,Marketing Venture Challenge,[2]
4291,MKT2711A,Marketing Venture Challenge,[1]
4292,MKT2711B,Marketing Venture Challenge,[1]
4293,MKT3701A,Marketing Strategy: Analysis and Practice,"[1, 2]"
4294,MKT3701B,Marketing Strategy: Analysis and Practice,"[1, 2]"
4295,MKT3702A,Consumer Behaviour,"[1, 2]"
4296,MKT3702B,Consumer Behaviour,"[1, 2]"
4297,MKT3711,Services Marketing,"[1, 2]"
4298,MKT3714A,Digital Marketing,"[1, 2]"
4299,MKT3714B,Digital Marketing,[2]
4300,MKT3715,Business-to-Business Marketing,"[1, 2]"
4301,MKT3716,Customer Relationship Management,[2]
4302,MKT3717,Product & Brand Management,"[1, 2]"
4303,MKT3718,Advertising & Promotion Management,"[1, 2]"
4304,MKT3751,Independent Study in Marketing,[1]
4305,MKT3752,Indep Study in Mkting (2 Units),[1]
4306,MKT4716,Consumer Culture Theory,[1]
4307,MKT4719,Distribution Management: Channels and Platforms,[1]
4308,MKT4721,Customer Analytics & Visualization,[1]
4309,MKT4722,Personal Selling & Sales Management,[2]
4310,MKT4723,Customer Experience Management,"[1, 2]"
4311,MKT4751,Advanced Independent Study in Marketing,"[1, 2, 4]"
4312,MKT4752,Advanced Independent Study in Marketing (2 Units),[1]
4313,MKT4761A,SIM: Growing and Marketing the Next On-Demand Unicorn,[2]
4314,MKT4761F,SIM: Disruption and Marketing,"[1, 2]"
4315,MKT4761H,SIM: Marketing Strategy & Execution,[1]
4316,MKT4761J,SIM: AI in Marketing,[2]
4317,MKT4761K,Seminars in Marketing: Marketing Technology,"[1, 2]"
4318,MKT4811,Pricing Strategy,"[1, 2]"
4319,MLE1001B,Materials Science & Engineering Principles & Practice 1,[1]
4320,MLE2001A,Materials Science & Engineering Principles & Practice II,[2]
4321,MLE2102,Thermodynamics and Renewable Energy Technologies,[1]
4322,MLE2103,Phase Transformation and Kinetics,[1]
4323,MLE2103A,Materials Kinetics & Processing,[1]
4324,MLE2105,Electronic Properties of Materials,[2]
4325,MLE2301,Introduction to Materials Science & Engineering,[1]
4326,MLE3101,Materials Characterisation Laboratory,[1]
4327,MLE3101A,Materials Characterization,[1]
4328,MLE3102,Degradation and Failure of Materials,[2]
4329,MLE3103,Materials Design: Aerospace to Biomedical Applications,[1]
4330,MLE3104,Polymeric and Composite Materials,[1]
4331,MLE3111A,Materials Properties & Processing Laboratory,[1]
4332,MLE3112,Machine Learning Approaches in Materials Laboratory,[2]
4333,MLE3202,Materials for Biointerfaces,[2]
4334,MLE3203,Engineering Materials,[1]
4335,MLE4101,B.Eng. Dissertation,"[1, 2]"
4336,MLE4101A,BEng Dissertation,"[1, 2]"
4337,MLE4101B,B.Eng. Dissertation,"[1, 2]"
4338,MLE4102,Design Project,[1]
4339,MLE4102A,Design Project,"[1, 2]"
4340,MLE4201,Advanced Materials Characterisation,[1]
4341,MLE4202,Selected Advanced Topics on Polymers,[1]
4342,MLE4203,Polymeric Biomedical Materials,[1]
4343,MLE4206,Current topics on Nanomaterials,[2]
4344,MLE4207,Microfabrication Process and Technology,[1]
4345,MLE4208,Photovoltaics Materials,[1]
4346,MLE4210,Materials for energy storage and conversion,[1]
4347,MLE4212,Advanced Structural Materials,[2]
4348,MLE4213,Innovation & Product Development for Material Engineers,[2]
4349,MLE4217,Application of Big Data in Materials Science,[2]
4350,MLE4219,Materials for Optics: from Quantum Light to Nanodevices,[1]
4351,MLE4221,Emerging materials for renewable fuels and clean water,[1]
4352,MLE4222,Electron transport in novel quantum materials,[2]
4353,MLE4225,Electro-active Materials for Sustainability,[2]
4354,MLE4228,Robotic Materials,[2]
4355,MLE4231,Optoelectronics with Organics and Nanocrystals,[2]
4356,MLE5001,Basics of Structures & Properties of Materials,[1]
4357,MLE5002,Materials Characterization,[2]
4358,MLE5003,Materials Science &Engineering Project,"[1, 2]"
4359,MLE5004,Innovation & Translation Research Project in MSE,"[1, 2]"
4360,MLE5101,Thermodynamics for Sustainability,[1]
4361,MLE5102,Mechanical Behaviours of Materials,[2]
4362,MLE5104,Physical Properties of Materials,[1]
4363,MLE5208,Photovoltaic Materials,[1]
4364,MLE5211,Nanomaterials,[2]
4365,MLE5212,Energy Conversion & Storage,[1]
4366,MLE5213,Magnetic Materials,[2]
4367,MLE5214,Advances in Polymeric Materials,"[1, 2]"
4368,MLE5216,Introduction to Microscopy for Materials Research,[1]
4369,MLE5217,Foundations of Machine Learning for Materials Science,[1]
4370,MLE5219,Materials Informatics: The Role of Big Data,[2]
4371,MLE5220,Finite element method in materials: basic concepts and problem solving,[1]
4372,MLE5221,Designing materials for renewable fuels and clean water,[1]
4373,MLE5222,Nano and 2D materials for Energy applications,[2]
4374,MLE5223,Rational Materials Design for Sustainability,[2]
4375,MLE5224,Degradation of Materials,[2]
4376,MLE5225,Electro-Active Materials for Sustainability,[2]
4377,MLE5228,Superconductivity and Superconducting Devices,[2]
4378,MLE5229,Advanced Materials for Microelectronics,[1]
4379,MLE5230,Characterizations of Microelectronic Materials,[2]
4380,MLE5231,Optoelectronics with Organics and Nanocrystals,[2]
4381,MLE5233,Functional Electronic Devices of Tomorrow,[2]
4382,MLE5234,Materials for Optics: From Quantum Light to Nanodevices,[1]
4383,MLE5236,Electron Transport in Novel Quantum Materials,[2]
4384,MLE5238,Bioelectronics,[1]
4385,MLE5239,Materials for Biointerfaces,[2]
4386,MLE5240,Light-Harvesting Materials for Sustainability,[2]
4387,MLE5241,Robotic Materials,[2]
4388,MLE5243,Current Topics in Materials AI,[2]
4389,MLE5244,Materials and Devices for Quantum Photonics,[2]
4390,MLE5247,Soft Materials for Flexible & Wearable Electronics,[2]
4391,MLE5666,Industrial Attachment Module,"[1, 2]"
4392,MLE5999,Graduate Seminars,"[1, 2]"
4393,MLE6101,Thermodynamics and Kinetics of Materials,[1]
4394,MLE6103,Structures of Materials,[1]
4395,MLE6999,Doctoral Seminars,"[1, 2]"
4396,MNO1706A,Organisational Behaviour,"[1, 2]"
4397,MNO1706B,Organisational Behaviour,"[1, 2]"
4398,MNO1706C,Organisational Behaviour,"[1, 2]"
4399,MNO1706D,Organisational Behaviour,"[1, 2]"
4400,MNO1706E,Organisational Behaviour,[1]
4401,MNO1706X,Organisational Behaviour,"[1, 2]"
4402,MNO2705A,Leadership and Decision Making under Uncertainty,"[1, 2]"
4403,MNO2705B,Leadership and Decision Making under Uncertainty,"[1, 2]"
4404,MNO2705C,Leadership and Decision Making under Uncertainty,"[1, 2]"
4405,MNO2707A,Business Ethics,"[1, 2]"
4406,MNO2707B,Business Ethics,[1]
4407,MNO2711Y,NUS Young Leaders Programme (NYLP),[2]
4408,MNO3701,Human Capital Management,"[1, 2]"
